Code,Entity,Year,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population,Manufactured cigarettes sold per adult per day,public_health_expenditure_pc_gdp,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","GDP per capita, PPP (constant 2017 international $)",Life expectancy - Type: period - Sex: both - Age: 0,PM₁₀ (Index),PM₂.₅ (Index),Non-methane volatile organic compounds (Index),Nitrogen oxides (Index),Ammonia (Index),Sulphur dioxide (Index),Nitrogen oxide (NOx),Sulphur dioxide (SO鈧) emissions,Carbon monoxide (CO) emissions,Organic carbon (OC) emissions,Non-methane volatile organic compounds (NMVOC) emissions,Black carbon (BC) emissions,Ammonia (NH鈧) emissions,Proportion of population with primary reliance on clean fuels and technologies for cooking (%) - Residence area type: Total
ABW,,1950,,,,,,,,,57.1739,,,,,,,,,,,,,,
ABW,,1951,,,,,,,,,57.6605,,,,,,,,,,,,,,
ABW,,1952,,,,,,,,,58.6525,,,,,,,,,,,,,,
ABW,,1953,,,,,,,,,59.4873,,,,,,,,,,,,,,
ABW,,1954,,,,,,,,,60.4084,,,,,,,,,,,,,,
ABW,,1955,,,,,,,,,61.229,,,,,,,,,,,,,,
ABW,,1956,,,,,,,,,61.9673,,,,,,,,,,,,,,
ABW,,1957,,,,,,,,,62.6403,,,,,,,,,,,,,,
ABW,,1958,,,,,,,,,63.1484,,,,,,,,,,,,,,
ABW,,1959,,,,,,,,,63.7429,,,,,,,,,,,,,,
ABW,,1960,,,,,,,,,64.1517,,,,,,,,,,,,,,
ABW,,1961,,,,,,,,,64.5375,,,,,,,,,,,,,,
ABW,,1962,,,,,,,,,64.7525,,,,,,,,,,,,,,
ABW,,1963,,,,,,,,,65.1318,,,,,,,,,,,,,,
ABW,,1964,,,,,,,,,65.2945,,,,,,,,,,,,,,
ABW,,1965,,,,,,,,,65.5017,,,,,,,,,,,,,,
ABW,,1966,,,,,,,,,66.0633,,,,,,,,,,,,,,
ABW,,1967,,,,,,,,,66.4393,,,,,,,,,,,,,,
ABW,,1968,,,,,,,,,66.7571,,,,,,,,,,,,,,
ABW,,1969,,,,,,,,,67.1682,,,,,,,,,,,,,,
ABW,,1970,,,,,,,,,67.5827,,,,,,,,,,,,,,
ABW,,1971,,,,,,,,,67.9746,,,,,,,,,,,,,,
ABW,,1972,,,,,,,,,68.5774,,,,,,,,,,,,,,
ABW,,1973,,,,,,,,,69.0918,,,,,,,,,,,,,,
ABW,,1974,,,,,,,,,69.5026,,,,,,,,,,,,,,
ABW,,1975,,,,,,,,,69.7621,,,,,,,,,,,,,,
ABW,,1976,,,,,,,,,70.0352,,,,,,,,,,,,,,
ABW,,1977,,,,,,,,,70.2645,,,,,,,,,,,,,,
ABW,,1978,,,,,,,,,70.494,,,,,,,,,,,,,,
ABW,,1979,,,,,,,,,70.7775,,,,,,,,,,,,,,
ABW,,1980,,,,,,,,,71.0656,,,,,,,,,,,,,,
ABW,,1981,,,,,,,,,71.7223,,,,,,,,,,,,,,
ABW,,1982,,,,,,,,,71.9593,,,,,,,,,,,,,,
ABW,,1983,,,,,,,,,72.1046,,,,,,,,,,,,,,
ABW,,1984,,,,,,,,,72.2514,,,,,,,,,,,,,,
ABW,,1985,,,,,,,,,72.3875,,,,,,,,,,,,,,
ABW,,1986,,,,,,,,,72.4621,,,,,,,,,,,,,,
ABW,,1987,,,,,,,,,72.789,,,,,,,,,,,,,,
ABW,,1988,,,,,,,,,73.0472,,,,,,,,,,,,,,
ABW,,1989,,,,,,,,,73.0227,,,,,,,,,,,,,,
ABW,,1990,,,,,,,,32278.87,73.076,,,,,,,,,,,,,,
ABW,,1991,,,,,,,,33744.11,73.0998,,,,,,,,,,,,,,
ABW,,1992,,,,,,,,34544.062,73.1786,,,,,,,,,,,,,,
ABW,,1993,,,,,,,,35957.816,73.2254,,,,,,,,,,,,,,
ABW,,1994,,,,,,,,37683.918,73.2725,,,,,,,,,,,,,,
ABW,,1995,,,,,,,,37470.176,73.3493,,,,,,,,,,,,,,
ABW,,1996,,,,,,,,36784.46,73.4485,,,,,,,,,,,,,,
ABW,,1997,,,,,,,,38202.406,73.4524,,,,,,,,,,,,,,
ABW,,1998,,,,,,,,37810.035,73.4911,,,,,,,,,,,,,,
ABW,,1999,,,,,,,,37171.22,73.5605,,,,,,,,,,,,,,
ABW,,2000,,,,,,,,39001.727,73.569,,,,,,,,,,,,,,
ABW,,2001,,,,,,,,39920.402,73.6468,,,,,,,,,,,,,,
ABW,,2002,,,,,,,,39073.555,73.7261,,,,,,,,,,,,,,
ABW,,2003,,,,,,,,39115.383,73.7523,,,,,,,,,,,,,,
ABW,,2004,,,,,,,,41591.92,73.5764,,,,,,,,,,,,,,
ABW,,2005,,,,,,,,41019.043,73.811,,,,,,,,,,,,,,
ABW,,2006,,,,,,,,40994.25,74.0259,,,,,,,,,,,,,,
ABW,,2007,,,,,,,,41745.117,74.2099,,,,,,,,,,,,,,
ABW,,2008,,,,,,,,41986.98,74.1468,,,,,,,,,,,,,,
ABW,,2009,,,,,,,,36629.33,74.5603,,,,,,,,,,,,,,
ABW,,2010,,,,,,,,35227.207,75.4039,,,,,,,,,,,,,,
ABW,,2011,,,,,,,,36073.64,75.4651,,,,,,,,,,,,,,
ABW,,2012,,,,,,,,35410.117,75.5308,,,,,,,,,,,,,,
ABW,,2013,,,,,,,,37406.17,75.6361,,,,,,,,,,,,,,
ABW,,2014,,,,,,,,36558.973,75.6006,,,,,,,,,,,,,,
ABW,,2015,,,,,,,,36099.94,75.6831,,,,,,,,,,,,,,
ABW,,2016,,,,,,,,36504.688,75.6168,,,,,,,,,,,,,,
ABW,,2017,,,,,,,,38868.332,75.903,,,,,,,,,,,,,,
ABW,,2018,,,,,,,,39597.66,76.0715,,,,,,,,,,,,,,
ABW,,2019,,,,,,,,38511.336,76.248,,,,,,,,,,,,,,
ABW,,2020,,,,,,,,29236.047,75.7229,,,,,,,,,,,,,,
ABW,,2021,,,,,,,,37333.516,74.6265,,,,,,,,,,,,,,
ABW,,2022,,,,,,,,41273.613,,,,,,,,,,,,,,,
ABW,,2023,,,,,,,,,,,,,,,,,,,,,,,
AFG,,1950,,,,,,,,,27.7275,,,,,,,,,,,,,,
AFG,,1951,,,,,,,,,27.9634,,,,,,,,,,,,,,
AFG,,1952,,,,,,,,,28.4456,,,,,,,,,,,,,,
AFG,,1953,,,,,,,,,28.9304,,,,,,,,,,,,,,
AFG,,1954,,,,,,,,,29.2258,,,,,,,,,,,,,,
AFG,,1955,,,,,,,,,29.9206,,,,,,,,,,,,,,
AFG,,1956,,,,,,,,,30.4078,,,,,,,,,,,,,,
AFG,,1957,,,,,,,,,30.9458,,,,,,,,,,,,,,
AFG,,1958,,,,,,,,,31.5066,,,,,,,,,,,,,,
AFG,,1959,,,,,,,,,32.0386,,,,,,,,,,,,,,
AFG,,1960,,,,,,,,,32.5346,,,,,,,,,,,,,,
AFG,,1961,,,,,,,,,33.0681,,,,,,,,,,,,,,
AFG,,1962,,,,,,,,,33.5471,,,,,,,,,,,,,,
AFG,,1963,,,,,,,,,34.0162,,,,,,,,,,,,,,
AFG,,1964,,,,,,,,,34.4942,,,,,,,,,,,,,,
AFG,,1965,,,,,,,,,34.9528,,,,,,,,,,,,,,
AFG,,1966,,,,,,,,,35.4531,,,,,,,,,,,,,,
AFG,,1967,,,,,,,,,35.924,,,,,,,,,,,,,,
AFG,,1968,,,,,,,,,36.4183,,,,,,,,,,,,,,
AFG,,1969,,,,,,,,,36.9101,,,,,,,,,,,,,,
AFG,,1970,,,,,,,,,37.4178,,,,,,,,,,,,,,
AFG,,1971,,,,,,,,,37.9233,,,,,,,,,,,,,,
AFG,,1972,,,,,,,,,38.4439,,,,,,,,,,,,,,
AFG,,1973,,,,,,,,,39.0029,,,,,,,,,,,,,,
AFG,,1974,,,,,,,,,39.5498,,,,,,,,,,,,,,
AFG,,1975,,,,,,,,,40.1003,,,,,,,,,,,,,,
AFG,,1976,,,,,,,,,40.6454,,,,,,,,,,,,,,
AFG,,1977,,,,,,,,,41.2278,,,,,,,,,,,,,,
AFG,,1978,,,,,,,,,40.2712,,,,,,,,,,,,,,
AFG,,1979,,,,,,,,,39.0861,,,,,,,,,,,,,,
AFG,,1980,,,,,,,,,39.6181,,,,,,,,,,,,,,
AFG,,1981,,,,,,,,,40.164,,,,,,,,,,,,,,
AFG,,1982,,,,,,,,,37.7661,,,,,,,,,,,,,,
AFG,,1983,,,,,,,,,38.1865,,,,,,,,,,,,,,
AFG,,1984,,,,,,,,,33.3289,,,,,,,,,,,,,,
AFG,,1985,,,,,,,,,33.5504,,,,,,,,,,,,,,
AFG,,1986,,,,,,,,,39.3962,,,,,,,,,,,,,,
AFG,,1987,,,,,,,,,39.8436,,,,,,,,,,,,,,
AFG,,1988,,,,,,,,,43.9579,,,,,,,,,,,,,,
AFG,,1989,,,,,,,,,45.1582,,,,,,,,,,,,,,
AFG,,1990,,,,,,,49.2824,,45.9672,,,,,,,,,,,,,,1.6
AFG,,1991,,,,,,,,,46.6631,,,,,,,,,,,,,,1.8
AFG,,1992,,,,,,,,,47.5955,,,,,,,,,,,,,,2.1
AFG,,1993,,,,,,,,,51.4664,,,,,,,,,,,,,,2.4
AFG,,1994,,,,,,,,,51.4945,,,,,,,,,,,,,,2.9
AFG,,1995,,,,,,,48.56489,,52.5442,,,,,,,,,,,,,,3.3
AFG,,1996,,,,,,,,,53.2433,,,,,,,,,,,,,,3.8
AFG,,1997,,,,,,,,,53.6342,,,,,,,,,,,,,,4.3
AFG,,1998,,,,,,,,,52.9431,,,,,,,,,,,,,,5.0
AFG,,1999,,,,,,,,,54.8464,,,,,,,,,,,,,,5.8
AFG,,2000,,,,,,,51.554535,,55.2978,,,,,,,,,,,,,,6.7
AFG,,2001,,,,,,,,,55.7981,,,,,,,,,,,,,,7.7
AFG,,2002,,,,,,,,1280.4631,56.4538,,,,,,,,,,,,,,8.8
AFG,,2003,,,,,,,,1292.3335,57.3445,,,,,,,,,,,,,,10.0
AFG,,2004,,,,,,,,1260.0605,57.9436,,,,,,,,,,,,,,11.1
AFG,,2005,,,,,,,46.151928,1352.3207,58.3608,,,,,,,,,,,,,,12.5
AFG,,2006,,,,,,,,1366.9932,58.6844,,,,,,,,,,,,,,13.9
AFG,,2007,,,,,,,,1528.3446,59.1113,,,,,,,,,,,,,,15.3
AFG,,2008,,,,,,,,1556.8445,59.8515,,,,,,,,,,,,,,16.8
AFG,,2009,,,,,,,,1823.7426,60.3636,,,,,,,,,,,,,,18.2
AFG,,2010,,,,,,,51.82179,2026.1638,60.8508,,,,,,,,,,,,,,19.7
AFG,,2011,,,,,,,56.247227,1961.0963,61.4191,,,,,,,,,,,,,,21.3
AFG,,2012,,,,,,,54.700233,2122.8308,61.923,,,,,,,,,,,,,,22.7
AFG,,2013,,,,,,,58.79166,2165.3408,62.4167,,,,,,,,,,,,,,24.3
AFG,,2014,,,,,,,61.86533,2144.4497,62.5451,,,,,,,,,,,,,,25.7
AFG,,2015,,,,,,,60.597015,2108.714,62.6587,,,,,,,,,,,,,,27.25
AFG,,2016,,,,,,,57.203705,2101.422,63.1361,,,,,,,,,,,,,,28.5
AFG,,2017,,,,,,,53.355362,2096.093,63.016,,,,,,,,,,,,,,30.0
AFG,,2018,,,,,,,52.80462,2060.699,63.081,,,,,,,,,,,,,,31.1
AFG,,2019,,,,,,,52.41704,2079.9219,63.5645,,,,,,,,,,,,,,32.45
AFG,,2020,,,,,,,,1968.341,62.5751,,,,,,,,,,,,,,33.8
AFG,,2021,,,,,,,,1516.2733,61.9824,,,,,,,,,,,,,,35.4
AFG,,2023,,,,,,,,,,,,,,,,,,,,,,,
AGO,,1950,,,,,,,,,36.349,,,,,,,,,,,,,,
AGO,,1951,,,,,,,,,36.3863,,,,,,,,,,,,,,
AGO,,1952,,,,,,,,,36.5193,,,,,,,,,,,,,,
AGO,,1953,,,,,,,,,36.7284,,,,,,,,,,,,,,
AGO,,1954,,,,,,,,,36.8921,,,,,,,,,,,,,,
AGO,,1955,,,,,,,,,37.1165,,,,,,,,,,,,,,
AGO,,1956,,,,,,,,,37.2748,,,,,,,,,,,,,,
AGO,,1957,,,,,,,,,37.4945,,,,,,,,,,,,,,
AGO,,1958,,,,,,,,,37.7024,,,,,,,,,,,,,,
AGO,,1959,,,,,,,,,37.9711,,,,,,,,,,,,,,
AGO,,1960,,,,,,,,,38.2107,,,,,,,,,,,,,,
AGO,,1961,,,,,,,,,37.2669,,,,,,,,,,,,,,
AGO,,1962,,,,,,,,,37.5394,,,,,,,,,,,,,,
AGO,,1963,,,,,,,,,37.824,,,,,,,,,,,,,,
AGO,,1964,,,,,,,,,38.1307,,,,,,,,,,,,,,
AGO,,1965,,,,,,,,,38.4954,,,,,,,,,,,,,,
AGO,,1966,,,,,,,,,38.7572,,,,,,,,,,,,,,
AGO,,1967,,,,,,,,,39.0922,,,,,,,,,,,,,,
AGO,,1968,,,,,,,,,39.4837,,,,,,,,,,,,,,
AGO,,1969,,,,,,,,,39.8291,,,,,,,,,,,,,,
AGO,,1970,,,,,,,,,40.1904,,,,,,,,,,,,,,
AGO,,1971,,,,,,,,,40.5543,,,,,,,,,,,,,,
AGO,,1972,,,,,,,,,40.9052,,,,,,,,,,,,,,
AGO,,1973,,,,,,,,,41.2705,,,,,,,,,,,,,,
AGO,,1974,,,,,,,,,41.6522,,,,,,,,,,,,,,
AGO,,1975,,,,,,,,,41.1909,,,,,,,,,,,,,,
AGO,,1976,,,,,,,,,41.1634,,,,,,,,,,,,,,
AGO,,1977,,,,,,,,,41.4365,,,,,,,,,,,,,,
AGO,,1978,,,,,,,,,41.8296,,,,,,,,,,,,,,
AGO,,1979,,,,,,,,,42.1755,,,,,,,,,,,,,,
AGO,,1980,,,,,,,,,42.4486,,,,,,,,,,,,,,
AGO,,1981,,,,,,,,,42.7715,,,,,,,,,,,,,,
AGO,,1982,,,,,,,,,43.0506,,,,,,,,,,,,,,
AGO,,1983,,,,,,,,,42.0916,,,,,,,,,,,,,,
AGO,,1984,,,,,,,,,42.353,,,,,,,,,,,,,,
AGO,,1985,,,,,,,,,42.648,,,,,,,,,,,,,,
AGO,,1986,,,,,,,,,42.8426,,,,,,,,,,,,,,
AGO,,1987,,,,,,,,,40.9174,,,,,,,,,,,,,,
AGO,,1988,,,,,,,,,41.545,,,,,,,,,,,,,,
AGO,,1989,,,,,,,,,41.7646,,,,,,,,,,,,,,
AGO,,1990,,,,,,,28.660822,5793.0845,41.8933,,,,,,,,,,,,,,34.1
AGO,,1991,,,,,,,,5659.119,43.8127,,,,,,,,,,,,,,35.1
AGO,,1992,,,,,,,,5158.384,42.2088,,,,,,,,,,,,,,35.9
AGO,,1993,,,,,,,,3799.1948,42.1009,,,,,,,,,,,,,,36.7
AGO,,1994,,,,,,,,3728.8862,43.4217,,,,,,,,,,,,,,37.5
AGO,,1995,,,,,,,27.296825,4149.446,45.8491,,,,,,,,,,,,,,37.9
AGO,,1996,,,,,,,,4557.148,46.0329,,,,,,,,,,,,,,38.3
AGO,,1997,,,,,,,,4728.2925,46.3065,,,,,,,,,,,,,,38.9
AGO,,1998,,,,,,,,4790.4185,45.057,,,,,,,,,,,,,,39.2
AGO,,1999,,,,,,,,4739.51,45.3858,,,,,,,,,,,,,,39.8
AGO,,2000,,,,,,,28.133894,4728.3745,46.0236,,,,,,,,,,,,,,40.1
AGO,,2001,,,,,,,,4768.009,46.5905,,,,,,,,,,,,,,40.7
AGO,,2002,,,,,,,,5241.821,47.3865,,,,,,,,,,,,,,41.2
AGO,,2003,,,,,,,,5217.3906,49.6173,,,,,,,,,,,,,,41.5
AGO,,2004,,,,,,,,5589.238,50.592,,,,,,,,,,,,,,42.2
AGO,,2005,,,,,,,28.31636,6204.589,51.5699,,,,,,,,,,,,,,42.6
AGO,,2006,,,,,,,,6677.0195,52.3688,,,,,,,,,,,,,,42.9
AGO,,2007,,,,,,,,7340.3887,53.6419,,,,,,,,,,,,,,43.3
AGO,,2008,,,,,,,,7866.1846,54.6327,,,,,,,,,,,,,,43.8
AGO,,2009,,,,,,,,7646.1445,55.7516,,,,,,,,,,,,,,44.1
AGO,,2010,,,,,,,28.629719,7689.821,56.7258,,,,,,,,,,,,,,44.7
AGO,,2011,,,,,,,28.814337,7663.286,57.5961,,,,,,,,,,,,,,45.2
AGO,,2012,,,,,,,29.111156,8011.0503,58.6231,,,,,,,,,,,,,,45.8
AGO,,2013,,,,,,,29.209839,8099.6787,59.3074,,,,,,,,,,,,,,46.1
AGO,,2014,,,,,,,28.236248,8183.1646,60.0397,,,,,,,,,,,,,,46.7
AGO,,2015,,,,,,,29.104025,7966.8857,60.6546,,,,,,,,,,,,,,47.4
AGO,,2016,,,,,,,29.179773,7487.9253,61.0923,,,,,,,,,,,,,,47.8
AGO,,2017,,,,,,,28.042425,7216.0615,61.6798,,,,,,,,,,,,,,48.3
AGO,,2018,,,,,,,28.509201,6878.59,62.1438,,,,,,,,,,,,,,48.7
AGO,,2019,,,,,,,28.42081,6602.269,62.4484,,,,,,,,,,,,,,49.3
AGO,,2020,,,,,,,,6029.692,62.2612,,,,,,,,,,,,,,49.7
AGO,,2021,,,,,,,,5911.8354,61.6434,,,,,,,,,,,,,,50.0
AGO,,2022,,,,,,,,5906.1157,,,,,,,,,,,,,,,
AGO,,2023,,,,,,,,,,,,,,,,,,,,,,,
AIA,,1950,,,,,,,,,55.2621,,,,,,,,,,,,,,
AIA,,1951,,,,,,,,,55.515,,,,,,,,,,,,,,
AIA,,1952,,,,,,,,,55.975,,,,,,,,,,,,,,
AIA,,1953,,,,,,,,,56.5086,,,,,,,,,,,,,,
AIA,,1954,,,,,,,,,57.0461,,,,,,,,,,,,,,
AIA,,1955,,,,,,,,,57.55,,,,,,,,,,,,,,
AIA,,1956,,,,,,,,,58.1332,,,,,,,,,,,,,,
AIA,,1957,,,,,,,,,58.6757,,,,,,,,,,,,,,
AIA,,1958,,,,,,,,,59.24,,,,,,,,,,,,,,
AIA,,1959,,,,,,,,,59.8696,,,,,,,,,,,,,,
AIA,,1960,,,,,,,,,58.9733,,,,,,,,,,,,,,
AIA,,1961,,,,,,,,,60.8979,,,,,,,,,,,,,,
AIA,,1962,,,,,,,,,61.343,,,,,,,,,,,,,,
AIA,,1963,,,,,,,,,61.862,,,,,,,,,,,,,,
AIA,,1964,,,,,,,,,62.3557,,,,,,,,,,,,,,
AIA,,1965,,,,,,,,,62.874,,,,,,,,,,,,,,
AIA,,1966,,,,,,,,,63.2933,,,,,,,,,,,,,,
AIA,,1967,,,,,,,,,63.7041,,,,,,,,,,,,,,
AIA,,1968,,,,,,,,,64.179,,,,,,,,,,,,,,
AIA,,1969,,,,,,,,,64.7183,,,,,,,,,,,,,,
AIA,,1970,,,,,,,,,65.1144,,,,,,,,,,,,,,
AIA,,1971,,,,,,,,,65.5199,,,,,,,,,,,,,,
AIA,,1972,,,,,,,,,65.9989,,,,,,,,,,,,,,
AIA,,1973,,,,,,,,,66.3752,,,,,,,,,,,,,,
AIA,,1974,,,,,,,,,66.803,,,,,,,,,,,,,,
AIA,,1975,,,,,,,,,67.2743,,,,,,,,,,,,,,
AIA,,1976,,,,,,,,,67.6856,,,,,,,,,,,,,,
AIA,,1977,,,,,,,,,68.0195,,,,,,,,,,,,,,
AIA,,1978,,,,,,,,,68.4098,,,,,,,,,,,,,,
AIA,,1979,,,,,,,,,68.685,,,,,,,,,,,,,,
AIA,,1980,,,,,,,,,68.9625,,,,,,,,,,,,,,
AIA,,1981,,,,,,,,,69.1437,,,,,,,,,,,,,,
AIA,,1982,,,,,,,,,69.35,,,,,,,,,,,,,,
AIA,,1983,,,,,,,,,69.5141,,,,,,,,,,,,,,
AIA,,1984,,,,,,,,,69.6946,,,,,,,,,,,,,,
AIA,,1985,,,,,,,,,69.8919,,,,,,,,,,,,,,
AIA,,1986,,,,,,,,,70.1679,,,,,,,,,,,,,,
AIA,,1987,,,,,,,,,70.5042,,,,,,,,,,,,,,
AIA,,1988,,,,,,,,,70.8806,,,,,,,,,,,,,,
AIA,,1989,,,,,,,,,71.2367,,,,,,,,,,,,,,
AIA,,1990,,,,,,,,,71.7787,,,,,,,,,,,,,,
AIA,,1991,,,,,,,,,72.5549,,,,,,,,,,,,,,
AIA,,1992,,,,,,,,,73.2999,,,,,,,,,,,,,,
AIA,,1993,,,,,,,,,73.7589,,,,,,,,,,,,,,
AIA,,1994,,,,,,,,,74.0801,,,,,,,,,,,,,,
AIA,,1995,,,,,,,,,74.4342,,,,,,,,,,,,,,
AIA,,1996,,,,,,,,,74.6978,,,,,,,,,,,,,,
AIA,,1997,,,,,,,,,74.9822,,,,,,,,,,,,,,
AIA,,1998,,,,,,,,,75.3192,,,,,,,,,,,,,,
AIA,,1999,,,,,,,,,75.6482,,,,,,,,,,,,,,
AIA,,2000,,,,,,,,,75.9922,,,,,,,,,,,,,,
AIA,,2001,,,,,,,,,76.2945,,,,,,,,,,,,,,
AIA,,2002,,,,,,,,,76.4679,,,,,,,,,,,,,,
AIA,,2003,,,,,,,,,76.5095,,,,,,,,,,,,,,
AIA,,2004,,,,,,,,,76.5169,,,,,,,,,,,,,,
AIA,,2005,,,,,,,,,76.5311,,,,,,,,,,,,,,
AIA,,2006,,,,,,,,,76.6497,,,,,,,,,,,,,,
AIA,,2007,,,,,,,,,76.9023,,,,,,,,,,,,,,
AIA,,2008,,,,,,,,,77.1457,,,,,,,,,,,,,,
AIA,,2009,,,,,,,,,77.4142,,,,,,,,,,,,,,
AIA,,2010,,,,,,,,,77.7357,,,,,,,,,,,,,,
AIA,,2011,,,,,,,,,77.9068,,,,,,,,,,,,,,
AIA,,2012,,,,,,,,,77.8034,,,,,,,,,,,,,,
AIA,,2013,,,,,,,,,77.5746,,,,,,,,,,,,,,
AIA,,2014,,,,,,,,,77.3574,,,,,,,,,,,,,,
AIA,,2015,,,,,,,,,77.0668,,,,,,,,,,,,,,
AIA,,2016,,,,,,,,,76.8269,,,,,,,,,,,,,,
AIA,,2017,,,,,,,,,75.9208,,,,,,,,,,,,,,
AIA,,2018,,,,,,,,,76.8119,,,,,,,,,,,,,,
AIA,,2019,,,,,,,,,76.8816,,,,,,,,,,,,,,
AIA,,2020,,,,,,,,,76.902,,,,,,,,,,,,,,
AIA,,2021,,,,,,,,,76.6138,,,,,,,,,,,,,,
AIA,,2023,,,,,,,,,,,,,,,,,,,,,,,
ALA,,2023,,,,,,,,,,,,,,,,,,,,,,,
ALB,,1950,,,,,,,,,44.7355,,,,,,,,,,,,,,
ALB,,1951,,,,,,,,,45.1396,,,,,,,,,,,,,,
ALB,,1952,,,,,,,,,45.9788,,,,,,,,,,,,,,
ALB,,1953,,,,,,,,,46.5442,,,,,,,,,,,,,,
ALB,,1954,,,,,,,,,47.5946,,,,,,,,,,,,,,
ALB,,1955,,,,,,,,,48.5424,,,,,,,,,,,,,,
ALB,,1956,,,,,,,,,49.5758,,,,,,,,,,,,,,
ALB,,1957,,,,,,,,,50.7065,,,,,,,,,,,,,,
ALB,,1958,,,,,,,,,51.9755,,,,,,,,,,,,,,
ALB,,1959,,,,,,,,,53.1985,,,,,,,,,,,,,,
ALB,,1960,,,,,,,,,54.4389,,,,,,,,,,,,,,
ALB,,1961,,,,,,,,,55.634,,,,,,,,,,,,,,
ALB,,1962,,,,,,,,,56.6711,,,,,,,,,,,,,,
ALB,,1963,,,,,,,,,57.8445,,,,,,,,,,,,,,
ALB,,1964,,,,,,,,,58.9832,,,,,,,,,,,,,,
ALB,,1965,,,,,,,,,60.0187,,,,,,,,,,,,,,
ALB,,1966,,,,,,,,,60.9983,,,,,,,,,,,,,,
ALB,,1967,,,,,,,,,61.9716,,,,,,,,,,,,,,
ALB,,1968,,,,,,,,,62.9461,,,,,,,,,,,,,,
ALB,,1969,,,,,,,,,63.9226,,,,,,,,,,,,,,
ALB,,1970,,,,,,,,,64.8239,,,,,,,,,,,,,,
ALB,,1971,,,,,,,,,65.6179,,,,,,,,,,,,,,
ALB,,1972,,,,,,,,,66.4221,,,,,,,,,,,,,,
ALB,,1973,,,,,,,,,67.1401,,,,,,,,,,,,,,
ALB,,1974,,,,,,,,,67.7695,,,,,,,,,,,,,,
ALB,,1975,,,,,,,,,68.3275,,,,,,,,,,,,,,
ALB,,1976,,,,,,,,,68.7041,,,,,,,,,,,,,,
ALB,,1977,,,,,,,,,69.1206,,,,,,,,,,,,,,
ALB,,1978,,,,,,,,,69.3092,,,,,,,,,,,,,,
ALB,,1979,,,,,,,,,69.5839,,,,,,,,,,,,,,
ALB,,1980,,,,,,,,,70.478,,,,,,,,,,,,,,
ALB,,1981,,,,,,,,,70.73,,,,,,,,,,,,,,
ALB,,1982,,,,,,,,,71.0233,,,,,,,,,,,,,,
ALB,,1983,,,,,,,,,71.2961,,,,,,,,,,,,,,
ALB,,1984,,,,,,,,,71.5016,,,,,,,,,,,,,,
ALB,,1985,,,,,,,,,71.656,,,,,,,,,,,,,,
ALB,,1986,,,,,,,,,71.9496,,,,,,,,,,,,,,
ALB,,1987,,,,,,,,,72.3517,,,,,,,,,,,,,,
ALB,,1988,,,,,,,,,72.6408,,,,,,,,,,,,,,
ALB,,1989,,,,,,,,,72.8797,,,,,,,,,,,,,,
ALB,,1990,,,,,,,24.947481,4827.0513,73.1439,,,,,,,,,,,,,,22.1
ALB,,1991,,,,,,,,3496.3867,73.3776,,,,,,,,,,,,,,23.3
ALB,,1992,,,,,,,,3264.8367,73.7148,,,,,,,,,,,,,,24.6
ALB,,1993,,,,,,,,3598.828,73.9391,,,,,,,,,,,,,,25.9
ALB,,1994,,,,,,,,3921.634,74.1313,,,,,,,,,,,,,,27.6
ALB,,1995,,,,,,,24.12934,4471.6235,74.3616,,,,,,,,,,,,,,29.0
ALB,,1996,,,,,,,,4908.9565,74.5923,,,,,,,,,,,,,,30.7
ALB,,1997,,,,,,,,4400.334,73.9039,,,,,,,,,,,,,,32.5
ALB,,1998,,,,,,,,4819.0913,74.9899,,,,,,,,,,,,,,34.4
ALB,,1999,,,,,,,,5474.8765,75.1828,,,,,,,,,,,,,,36.5
ALB,,2000,,,,,,,24.30287,5892.611,75.4043,,,,,,,,,,,,,,38.7
ALB,,2001,,,,,,,,6441.472,75.6388,,,,,,,,,,,,,,41.0
ALB,,2002,,,,,,,,6753.914,75.8899,,,,,,,,,,,,,,43.8
ALB,,2003,,,,,,,,7154.0303,76.1421,,,,,,,,,,,,,,46.5
ALB,,2004,,,,,,,,7580.165,76.3761,,,,,,,,,,,,,,49.2
ALB,,2005,,,,,,,22.169489,8040.1206,76.6208,,,,,,,,,,,,,,52.0
ALB,,2006,,,,,,,,8568.592,76.8162,,,,,,,,,,,,,,54.8
ALB,,2007,,,,,,,,9150.161,77.5491,,,,,,,,,,,,,,57.8
ALB,,2008,,,,,,,,9912.197,77.6529,,,,,,,,,,,,,,60.7
ALB,,2009,,,,,,,,10313.952,77.781,,,,,,,,,,,,,,63.1
ALB,,2010,,,,,,2.442,21.631449,10749.519,77.9359,,,,,,,,,,,,,,65.8
ALB,,2011,,,,,,2.387,23.414816,11052.832,78.0919,,,,,,,,,,,,,,68.1
ALB,,2012,,,,,,2.474,21.555977,11228.005,78.064,,,,,,,,,,,,,,70.4
ALB,,2013,,,,,,2.605,20.050282,11361.308,78.1226,,,,,,,,,,,,,,72.3
ALB,,2014,,,,,,2.617,19.942171,11586.874,78.4075,,,,,,,,,,,,,,74.4
ALB,,2015,,,,,,2.755,19.543976,11878.495,78.6441,,,,,,,,,,,,,,76.1
ALB,,2016,,,,,,2.842,17.817305,12291.902,78.8602,,,,,,,,,,,,,,77.6
