Code,Entity,Year,Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population,Manufactured cigarettes sold per adult per day,public_health_expenditure_pc_gdp,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)","GDP per capita, PPP (constant 2017 international $)",Life expectancy - Type: period - Sex: both - Age: 0,PM₁₀ (Index),PM₂.₅ (Index),Non-methane volatile organic compounds (Index),Nitrogen oxides (Index),Ammonia (Index),Sulphur dioxide (Index),Nitrogen oxide (NOx),Sulphur dioxide (SO鈧) emissions,Carbon monoxide (CO) emissions,Organic carbon (OC) emissions,Non-methane volatile organic compounds (NMVOC) emissions,Black carbon (BC) emissions,Ammonia (NH鈧) emissions,Proportion of population with primary reliance on clean fuels and technologies for cooking (%) - Residence area type: Total
HRV,Croatia,1993,2199.0,4.32482398,33.02715558,46.0166991,6.8,,,,73.2173,,,,,,,,,,,,,,100.0
HRV,Croatia,1994,2239.0,4.52487773,33.43942892,46.87042077,6.8,,,,73.7818,,,,,,,,,,,,,,100.0
HRV,Croatia,1995,2190.0,4.3335444,32.23803952,45.85427136,6.8,,25.652668,15087.664,73.1864,,,,,,,,,,,,,,100.0
HRV,Croatia,1996,2390.0,4.71996208,37.72901503,53.1867545,8.0,,,16221.015,73.9103,,,,,,,,,,,,,,100.0
HRV,Croatia,1997,2451.0,4.71672696,38.09874868,53.6042341,6.7,,,17305.969,73.8463,,,,,,,,,,,,,,100.0
HRV,Croatia,1998,2569.0,4.91101298,40.7747772,57.07366924,7.2,,,17705.703,73.9063,,,,,,,,,,,,,,100.0
HRV,Croatia,1999,2495.0,4.80241757,39.12892329,54.78940665,7.0,,,17630.17,74.1188,,,,,,,,,,,,,,100.0
HRV,Croatia,2000,2478.0,4.93173586,40.5468058,56.5572648,6.4,,23.651867,18331.303,74.5836,,,,,,,,,,,,,,100.0
HRV,Croatia,2001,2616.0,5.27930255,36.21815075,58.95264408,6.3,,,19644.912,74.6436,,,,,,,,,,,,,,100.0
HRV,Croatia,2002,2598.0,5.13753485,35.06797854,58.47137198,5.5,,,20776.125,74.7357,,,,,,,,,,,,,,100.0
HRV,Croatia,2003,2640.0,5.021398,35.27463908,59.43536404,5.4,,,21933.266,74.611,,,,,,,,,,,,,,100.0
HRV,Croatia,2004,2635.0,5.29584372,34.53448292,59.35486778,4.9,,,22843.691,75.5016,,,,,,,,,,,,,,100.0
HRV,Croatia,2005,2640.0,5.09750917,34.29746403,59.43341049,5.4,5.883,23.07265,23797.027,75.4083,,,,,,,,,,,,,,100.0
HRV,Croatia,2006,2717.0,5.3932272,35.30399771,61.19339048,5.9,5.935,,24999.281,75.9889,,,,,,,,,,,,,,100.0
HRV,Croatia,2007,2753.0,5.25712758,35.14636107,62.06066661,6.5,6.428,,26273.74,75.8596,,,,,,,,,,,,,,100.0
HRV,Croatia,2008,2750.0,5.27314912,34.78372081,62.0136439,6.1,6.511,,26805.46,76.2096,,,,,,,,,,,,,,100.0
HRV,Croatia,2009,2799.0,5.34017629,34.8703486,63.195997,4.3,6.906,,24896.803,76.3923,,,,,,,,,,,,,,100.0
HRV,Croatia,2010,2768.0,5.31326781,34.2205099,62.65588991,4.9,6.853,21.21533,24643.15,76.8049,,,,,,,,,,,,,,100.0
HRV,Croatia,2011,2838.0,5.56263353,34.85102547,64.45915634,5.0,5.972,23.241476,24707.871,77.2222,,,,,,,,,,,,,,100.0
HRV,Croatia,2012,2790.0,5.39547476,33.75842896,65.37696734,5.0,6.102,20.574022,24203.596,77.3401,,,,,,,,,,,,,,100.0
HRV,Croatia,2013,2802.0,5.56106855,33.83129268,65.84127741,4.7,5.466,20.042007,24174.793,77.8427,,,,,,,,,,,,,,100.0
HRV,Croatia,2014,2827.0,5.5606916,33.97021191,66.69987111,,5.49,19.542446,24170.154,77.9533,,,,,,,,,,,,,,100.0
HRV,Croatia,2015,2821.0,5.20431694,33.60158208,67.10908068,,5.537,19.943605,24984.914,77.5599,,,,,,,,,,,,,,100.0
HRV,Croatia,2016,2866.0,5.56051376,33.55998454,68.65741221,,5.561,17.728243,26056.287,78.2314,,,,,,,,,,,,,,100.0
HRV,Croatia,2017,2994.0,5.59866859,34.85233968,72.59007145,,5.506,18.342901,27267.51,78.0832,,,,,,,,,,,,,,100.0
HRV,Croatia,2018,2957.0,5.61036694,33.83932141,71.1432115,,5.542,18.624794,28288.168,78.337,,,,,,,,,,,,,,100.0
HRV,Croatia,2019,2874.0,5.54890528,32.44640357,70.69670695,,5.579,18.46496,29412.422,78.7376,,,,,,,,,,,,,,100.0
HRV,Croatia,2020,2819.0,4.94361924,31.50557373,69.64483358,,6.538,,27002.2,77.9845,,,,,,,,,,,,,,100.0
HRV,Croatia,2021,2814.0,4.48717949,31.33816457,72.54482556,,,,32060.504,77.5804,,,,,,,,,,,,,,100.0
HRV,,2022,,,,,,,,34302.348,,,,,,,,,,,,,,,
HRV,,2023,,,,,,,,,,,,,,,,,,,,,,,
HTI,,1950,,,,,,,,,37.4789,,,,,,,,,,,,,,
HTI,,1951,,,,,,,,,37.9084,,,,,,,,,,,,,,
HTI,,1952,,,,,,,,,38.8333,,,,,,,,,,,,,,
HTI,,1953,,,,,,,,,39.7007,,,,,,,,,,,,,,
HTI,,1954,,,,,,,,,40.2878,,,,,,,,,,,,,,
HTI,,1955,,,,,,,,,41.2622,,,,,,,,,,,,,,
HTI,,1956,,,,,,,,,41.9597,,,,,,,,,,,,,,
HTI,,1957,,,,,,,,,42.3577,,,,,,,,,,,,,,
HTI,,1958,,,,,,,,,42.7721,,,,,,,,,,,,,,
HTI,,1959,,,,,,,,,43.1213,,,,,,,,,,,,,,
HTI,,1960,,,,,,,,,43.4993,,,,,,,,,,,,,,
HTI,,1961,,,,,,,,,43.9138,,,,,,,,,,,,,,
HTI,,1962,,,,,,,,,44.2907,,,,,,,,,,,,,,
HTI,,1963,,,,,,,,,42.769,,,,,,,,,,,,,,
HTI,,1964,,,,,,,,,44.9682,,,,,,,,,,,,,,
HTI,,1965,,,,,,,,,45.3509,,,,,,,,,,,,,,
HTI,,1966,,,,,,,,,45.594,,,,,,,,,,,,,,
HTI,,1967,,,,,,,,,46.1248,,,,,,,,,,,,,,
HTI,,1968,,,,,,,,,46.5121,,,,,,,,,,,,,,
HTI,,1969,,,,,,,,,46.915,,,,,,,,,,,,,,
HTI,,1970,,,,,,,,,47.3372,,,,,,,,,,,,,,
HTI,,1971,,,,,,,,,47.7195,,,,,,,,,,,,,,
HTI,,1972,,,,,,,,,47.9448,,,,,,,,,,,,,,
HTI,,1973,,,,,,,,,48.2079,,,,,,,,,,,,,,
HTI,,1974,,,,,,,,,48.4187,,,,,,,,,,,,,,
HTI,,1975,,,,,,,,,48.6815,,,,,,,,,,,,,,
HTI,,1976,,,,,,,,,48.9557,,,,,,,,,,,,,,
HTI,,1977,,,,,,,,,49.2087,,,,,,,,,,,,,,
HTI,,1978,,,,,,,,,49.428,,,,,,,,,,,,,,
HTI,,1979,,,,,,,,,49.6752,,,,,,,,,,,,,,
HTI,,1980,,,,,,,,,49.902,,,,,,,,,,,,,,
HTI,,1981,,,,,,,,,50.268,,,,,,,,,,,,,,
HTI,,1982,,,,,,,,,50.5514,,,,,,,,,,,,,,
HTI,,1983,,,,,,,,,50.8711,,,,,,,,,,,,,,
HTI,,1984,,,,,,,,,51.1232,,,,,,,,,,,,,,
HTI,,1985,,,,,,,,,51.5232,,,,,,,,,,,,,,
HTI,,1986,,,,,,,,,51.8752,,,,,,,,,,,,,,
HTI,,1987,,,,,,,,,52.2392,,,,,,,,,,,,,,
HTI,,1988,,,,,,,,,52.6319,,,,,,,,,,,,,,
HTI,,1989,,,,,,,,,52.7545,,,,,,,,,,,,,,
HTI,,1990,,,,,,,17.938314,3612.8152,52.9753,,,,,,,,,,,,,,1.7
HTI,,1991,,,,,,,,3607.4517,53.3907,,,,,,,,,,,,,,1.8
HTI,,1992,,,,,,,,3349.6619,53.842,,,,,,,,,,,,,,1.9
HTI,,1993,,,,,,,,3107.4558,54.3505,,,,,,,,,,,,,,1.9
HTI,,1994,,,,,,,,2684.8716,54.653,,,,,,,,,,,,,,2.0
HTI,,1995,,,,,,,17.360498,2895.9797,55.5471,,,,,,,,,,,,,,2.1
HTI,,1996,,,,,,,,2960.2874,56.1543,,,,,,,,,,,,,,2.1
HTI,,1997,,,,,,,,2984.8193,56.5164,,,,,,,,,,,,,,2.2
HTI,,1998,,,,,,,,2994.807,57.1349,,,,,,,,,,,,,,2.4
HTI,,1999,,,,,,,,3020.4995,57.9606,,,,,,,,,,,,,,2.4
HTI,,2000,,,,,,,19.586695,2991.6462,58.3652,,,,,,,,,,,,,,2.5
HTI,,2001,,,,,,,,2928.3257,58.4886,,,,,,,,,,,,,,2.7
HTI,,2002,,,,,,,,2907.9426,58.8545,,,,,,,,,,,,,,2.8
HTI,,2003,,,,,,,,2957.7017,59.5065,,,,,,,,,,,,,,3.0
HTI,,2004,,,,,,,,2870.1152,58.4755,,,,,,,,,,,,,,3.1
HTI,,2005,,,,,,,18.63564,2909.4573,60.4153,,,,,,,,,,,,,,3.2
HTI,,2006,,,,,,,,2911.5857,60.7632,,,,,,,,,,,,,,3.3
HTI,,2007,,,,,,,,2998.6113,61.103,,,,,,,,,,,,,,3.5
HTI,,2008,,,,,,,,3028.671,61.3322,,,,,,,,,,,,,,3.5
HTI,,2009,,,,,,,,3155.8567,61.7409,,,,,,,,,,,,,,3.6
HTI,,2010,,,,,,,18.055164,2943.5496,46.0185,,,,,,,,,,,,,,3.7
HTI,,2011,,,,,,,17.735455,3058.9868,61.6227,,,,,,,,,,,,,,3.7
HTI,,2012,,,,,,,18.543253,3027.4502,62.2915,,,,,,,,,,,,,,3.7
HTI,,2013,,,,,,,18.716248,3111.3904,62.6047,,,,,,,,,,,,,,3.8
HTI,,2014,,,,,,,19.176683,3154.684,62.9875,,,,,,,,,,,,,,3.9
HTI,,2015,,,,,,,19.880146,3153.1196,63.2372,,,,,,,,,,,,,,3.9
HTI,,2016,,,,,,,19.149298,3165.2957,63.3922,,,,,,,,,,,,,,4.0
HTI,,2017,,,,,,,19.129747,3200.0422,63.8538,,,,,,,,,,,,,,4.0
HTI,,2018,,,,,,,19.140972,3209.4297,64.0188,,,,,,,,,,,,,,4.1
HTI,,2019,,,,,,,19.032309,3112.296,64.2546,,,,,,,,,,,,,,4.1
HTI,,2020,,,,,,,,2970.463,64.0518,,,,,,,,,,,,,,4.2
HTI,,2021,,,,,,,,2881.1765,63.1924,,,,,,,,,,,,,,4.3
HTI,,2022,,,,,,,,2799.1125,,,,,,,,,,,,,,,
HTI,,2023,,,,,,,,,,,,,,,,,,,,,,,
HUN,,1750,,,,,,,,,,,,,,,,1150.798,4035.5388,410825.2,17894.625,47282.04,1620.9257,14671.499,
HUN,,1760,,,,,,,,,,,,,,,,1248.5422,4361.19,443865.9,19325.615,51147.055,1750.6898,15933.073,
HUN,,1770,,,,,,,,,,,,,,,,1354.3431,4710.346,479268.66,20857.217,55301.215,1889.6073,17301.643,
HUN,,1780,,,,,,,,,,,,,,,,1468.8169,5084.1353,517141.47,22493.645,59760.723,2038.068,18785.998,
HUN,,1790,,,,,,,,,,,,,,,,1592.6172,5483.6064,557583.25,24238.607,64541.477,2196.4187,20395.592,
HUN,,1800,,,,,,,,,,,,,,,,1726.4354,5909.6953,600679.4,26095.113,69658.74,2364.944,22140.584,
HUN,,1801,,,,,,,,,,,,,,,,1742.7329,5955.478,605307.3,26294.277,70209.78,2383.0269,22380.75,
HUN,,1802,,,,,,,,,,,,,,,,1759.0526,6001.1636,609924.94,26492.96,70759.875,2401.0667,22621.736,
HUN,,1803,,,,,,,,,,,,,,,,1775.3944,6046.7524,614532.3,26691.166,71309.03,2419.0637,22863.547,
HUN,,1804,,,,,,,,,,,,,,,,1791.7584,6092.245,619129.44,26888.895,71857.24,2437.0178,23106.176,
HUN,,1805,,,,,,,,,,,,,,,,1808.1445,6137.6406,623716.25,27086.143,72404.51,2454.9294,23349.629,
HUN,,1806,,,,,,,,,,,,,,,,1824.5529,6182.94,628292.9,27282.912,72950.836,2472.798,23593.902,
HUN,,1807,,,,,,,,,,,,,,,,1840.9518,6228.142,632859.2,27479.205,73496.21,2490.6238,23838.105,
HUN,,1808,,,,,,,,,,,,,,,,1857.404,6273.248,637415.2,27675.018,74040.65,2508.407,24084.014,
HUN,,1809,,,,,,,,,,,,,,,,1873.8785,6318.2573,641961.0,27870.354,74584.15,2526.1472,24330.744,
HUN,,1810,,,,,,,,,,,,,,,,1890.3752,6363.1694,646496.5,28065.209,75126.7,2543.8447,24578.295,
HUN,,1811,,,,,,,,,,,,,,,,1908.1566,6411.827,651409.44,28276.217,75714.87,2563.01,24843.475,
HUN,,1812,,,,,,,,,,,,,,,,1925.9612,6460.37,656310.1,28486.656,76301.914,2582.1248,25109.543,
HUN,,1813,,,,,,,,,,,,,,,,1943.789,6508.798,661198.56,28696.523,76887.836,2601.1882,25376.496,
HUN,,1814,,,,,,,,,,,,,,,,1961.6398,6557.1104,666074.8,28905.824,77472.64,2620.201,25644.338,
HUN,,1815,,,,,,,,,,,,,,,,1979.5139,6605.3076,670938.8,29114.553,78056.32,2639.1626,25913.066,
HUN,,1816,,,,,,,,,,,,,,,,1997.3771,6653.39,675790.6,29322.713,78638.875,2658.0735,26181.723,
HUN,,1817,,,,,,,,,,,,,,,,2015.2971,6701.3574,680630.25,29530.303,79220.31,2676.933,26452.219,
HUN,,1818,,,,,,,,,,,,,,,,2033.2404,6749.21,685457.56,29737.324,79800.62,2695.7422,26723.6,
HUN,,1819,,,,,,,,,,,,,,,,2051.2068,6796.947,690272.75,29943.775,80379.81,2714.5,26995.87,
HUN,,1820,,,,,,,,,,,,,,,,2069.1963,6844.569,695075.6,30149.656,80957.875,2733.207,27269.025,
HUN,,1821,,,,,,,,,,,,,,,,2095.9263,6920.378,702737.06,30479.242,81871.08,2763.1333,27658.555,
HUN,,1822,,,,,,,,,,,,,,,,2122.6902,6995.994,710378.06,30807.871,82782.4,2792.974,28049.432,
HUN,,1823,,,,,,,,,,,,,,,,2149.4878,7071.418,717998.56,31135.547,83691.836,2822.7297,28441.658,
HUN,,1824,,,,,,,,,,,,,,,,2176.3196,7146.6484,725598.56,31462.27,84599.4,2852.4,28835.23,
HUN,,1825,,,,,,,,,,,,,,,,2203.185,7221.686,733178.06,31788.035,85505.07,2881.9849,29230.152,
HUN,,1826,,,,,,,,,,,,,,,,2230.0466,7296.531,740737.1,32112.848,86408.87,2911.4841,29625.355,
HUN,,1827,,,,,,,,,,,,,,,,2256.9797,7371.183,748275.7,32436.705,87310.79,2940.8982,30022.96,
HUN,,1828,,,,,,,,,,,,,,,,2283.9463,7445.642,755793.75,32759.607,88210.82,2970.227,30421.914,
HUN,,1829,,,,,,,,,,,,,,,,2310.947,7519.9087,763291.4,33081.56,89108.97,2999.4702,30822.215,
HUN,,1830,,,,,,,,,,,,,,,,2708.2925,11455.303,771129.44,33494.094,90147.54,3035.597,31224.121,
HUN,,1831,,,,,,,,,,,,,,,,2591.9365,10029.089,778356.0,33774.484,90978.55,3061.595,31626.541,
HUN,,1832,,,,,,,,,,,,,,,,2678.6863,10717.772,785758.0,34104.027,91885.52,3091.3213,32030.438,
HUN,,1833,,,,,,,,,,,,,,,,2634.0679,10041.594,793009.56,34400.047,92739.945,3118.4812,32435.582,
HUN,,1834,,,,,,,,,,,,,,,,2673.1,10233.292,800320.1,34715.688,93624.445,3147.121,32842.12,
HUN,,1835,,,,,,,,,,,,,,,,2640.4915,9684.116,807538.44,35012.566,94479.336,3174.3186,33249.95,
HUN,,1836,,,,,,,,,,,,,,,,2775.1104,10860.873,814897.4,35349.742,95396.44,3204.57,33658.047,
HUN,,1837,,,,,,,,,,,,,,,,2754.5112,10435.595,822082.44,35647.484,96251.8,3231.8054,34068.543,
HUN,,1838,,,,,,,,,,,,,,,,2757.8352,10257.312,829268.4,35950.086,97114.28,3259.397,34480.4,
HUN,,1839,,,,,,,,,,,,,,,,3035.9382,12895.169,836699.75,36319.56,98080.28,3292.0654,34893.78,
HUN,,1840,,,,,,,,,,,,,,,,3051.2725,12835.05,843852.44,36623.023,98943.234,3319.6948,35308.316,
HUN,,1841,,,,,,,,,,,,,,,,3192.504,13117.42,847535.8,36783.215,99425.43,3334.292,35581.99,
HUN,,1842,,,,,,,,,,,,,,,,3034.9192,11203.842,850995.06,36889.574,99813.12,3344.7134,35856.297,
HUN,,1843,,,,,,,,,,,,,,,,3063.6633,11361.59,854637.6,37045.453,100275.4,3358.8816,36131.53,
HUN,,1844,,,,,,,,,,,,,,,,3403.0088,14670.286,858568.44,37277.434,100855.69,3378.834,36407.766,
HUN,,1845,,,,,,,,,,,,,,,,3114.0325,11434.171,861855.9,37349.273,101188.875,3386.6003,36683.07,
HUN,,1846,,,,,,,,,,,,,,,,3038.8845,10624.223,865361.6,37479.496,101609.37,3398.7812,36960.59,
HUN,,1847,,,,,,,,,,,,,,,,3432.1367,14037.528,869260.4,37712.39,102195.5,3418.8108,37239.188,
HUN,,1848,,,,,,,,,,,,,,,,2909.3816,8656.1455,872294.56,37729.043,102439.68,3422.333,37517.965,
HUN,,1849,,,,,,,,,,,,,,,,2924.1926,8697.003,875838.1,37877.9,102889.08,3435.9106,37797.902,
HUN,,1850,,,,,,,,,,,,,,,,2947.1729,8777.768,879874.25,38028.23,103340.016,3449.9702,38078.73,
HUN,,1851,,,,,,,,,,,,,,,,3862.7642,17813.06,887393.2,38533.586,104362.14,3492.698,38330.89,
HUN,,1852,,,,,,,,,,,,,,,,4107.3735,20131.879,894305.1,38875.668,105131.1,3523.024,38583.484,
HUN,,1853,,,,,,,,,,,,,,,,4221.468,20184.896,901041.2,39163.76,105829.15,3549.3477,38836.81,
HUN,,1854,,,,,,,,,,,,,,,,4537.8755,23203.902,908114.06,39527.805,106634.03,3581.4033,39091.24,
HUN,,1855,,,,,,,,,,,,,,,,4640.533,23841.0,915000.06,40534.934,107354.516,4029.1765,39345.066,
HUN,,1856,,,,,,,,,,,,,,,,4772.4307,24595.766,921970.25,41004.844,108086.11,4151.92,39601.133,
HUN,,1857,,,,,,,,,,,,,,,,5084.827,26884.83,929138.56,41515.273,108884.84,4277.7954,39858.21,
HUN,,1858,,,,,,,,,,,,,,,,4590.8677,21619.428,935608.75,41839.113,109388.875,4389.468,40115.66,
HUN,,1859,,,,,,,,,,,,,,,,5900.7446,34138.152,943884.5,42610.375,110590.38,4535.209,40375.26,
HUN,,1860,,,,,,,,,,,,,,,,6327.7754,38503.59,951404.7,43180.29,111472.19,4665.6084,40635.2,
HUN,,1861,,,,,,,,,,,,,,,,6527.908,40362.613,958750.1,43650.523,112263.04,4769.289,40949.617,
HUN,,1862,,,,,,,,,,,,,,,,7263.506,46813.703,966600.44,44237.867,113246.74,4882.098,41264.324,
HUN,,1863,,,,,,,,,,,,,,,,7508.582,48567.84,974033.6,44709.65,114049.66,4986.1226,41581.406,
HUN,,1864,,,,,,,,,,,,,,,,7581.685,48676.188,981352.44,45142.49,114792.06,5087.177,41899.715,
HUN,,1865,,,,,,,,,,,,,,,,7706.8584,50311.496,988873.6,45615.906,115586.1,5191.344,42218.09,
HUN,,1866,,,,,,,,,,,,,,,,8312.644,56224.94,996870.3,46123.38,116556.195,5262.487,42539.49,
HUN,,1867,,,,,,,,,,,,,,,,9226.414,65081.293,1005208.75,46703.965,117646.984,5339.7065,42862.438,
HUN,,1868,,,,,,,,,,,,,,,,9835.076,69370.04,1013141.3,47172.137,118582.945,5408.352,43185.01,
HUN,,1869,,,,,,,,,,,,,,,,10408.1875,75029.91,1021261.3,47675.16,119555.33,5479.853,43510.43,
HUN,,1870,,,,,,,,,,,,,,,,10995.866,80757.24,1029438.56,48180.656,120535.805,5551.7783,43837.207,
HUN,,1871,,,,,,,,,,,,,,,,12806.395,97746.1,1038010.6,48913.848,121937.66,5638.8545,44242.477,
HUN,,1872,,,,,,,,,,,,,,,,13472.433,103294.27,1045484.8,49371.7,122897.945,5703.415,44647.383,
HUN,,1873,,,,,,,,,,,,,,,,13998.919,107382.17,1052851.8,49795.93,123805.8,5765.2705,45055.48,
HUN,,1874,,,,,,,,,,,,,,,,12820.608,95525.664,1058665.9,49835.438,124080.81,5795.1665,45464.33,
HUN,,1875,,,,,,,,,,,,,,,,13121.926,98150.19,1065961.2,50227.72,124928.48,5854.3174,45874.61,
HUN,,1876,,,,,,,,,,,,,,,,14395.063,102253.586,1073313.5,50463.062,126111.055,5836.182,46325.84,
HUN,,1877,,,,,,,,,,,,,,,,14497.162,107588.69,1079420.6,50741.9,126920.484,5792.7817,46723.844,
HUN,,1878,,,,,,,,,,,,,,,,14111.111,108466.89,1085045.9,50915.668,127539.51,5739.0615,47119.02,
HUN,,1879,,,,,,,,,,,,,,,,14070.738,108975.414,1091191.2,51077.707,128292.7,5694.9785,47537.86,
HUN,,1880,,,,,,,,,,,,,,,,15821.157,125008.27,1098916.0,51604.812,129683.695,5683.4824,47959.656,
HUN,,1881,,,,,,,,,,,,,,,,16856.973,132547.86,1104970.1,52244.11,130800.46,5826.239,48386.87,
HUN,,1882,,,,,,,,,,,,,,,,16934.764,133225.8,1110160.0,52726.895,131578.45,5950.4478,48808.273,
HUN,,1883,,,,,,,,,,,,,,,,18577.65,149565.11,1116958.8,53583.574,132973.45,6107.3022,49232.664,
HUN,,1884,,,,,,,,,,,,,,,,19516.408,157512.36,1123037.0,54244.81,134075.88,6248.3843,49659.723,
HUN,,1885,,,,,,,,,,,,,,,,19745.205,158474.77,1128456.4,54742.527,134907.25,6375.138,50089.7,
HUN,,1886,,,,,,,,,,,,,,,,18784.938,147285.64,1134744.4,54989.77,135358.06,6503.838,50520.754,
HUN,,1887,,,,,,,,,,,,,,,,18514.504,145216.61,1141976.5,55457.348,136142.92,6651.327,50954.344,
HUN,,1888,,,,,,,,,,,,,,,,19698.285,154668.34,1151162.1,56214.016,137448.27,6827.8887,51425.46,
HUN,,1889,,,,,,,,,,,,,,,,20899.523,163169.67,1160721.6,56955.32,138748.25,7005.4272,51900.39,
HUN,,1890,,,,,,,,,,,,,,,,22879.766,176997.6,1172032.5,57842.027,140345.53,7202.7876,52380.977,
HUN,,1891,,,,,,,,,,,,,,,,23756.365,185008.03,1182931.4,58514.934,141892.89,7296.814,52974.668,
HUN,,1892,,,,,,,,,,,,,,,,24406.771,191639.52,1192982.6,59121.12,143299.9,7382.9736,53565.82,
HUN,,1893,,,,,,,,,,,,,,,,25182.836,198614.77,1202699.0,59702.793,144692.05,7468.9253,54158.72,
HUN,,1894,,,,,,,,,,,,,,,,26629.38,211683.77,1213745.8,60414.734,146327.36,7570.4663,54749.312,
HUN,,1895,,,,,,,,,,,,,,,,28061.027,224315.78,1224410.0,61084.676,147901.31,7668.5747,55340.223,
HUN,,1896,,,,,,,,,,,,,,,,29908.1,239026.88,1236800.5,61889.473,149713.73,7808.9414,55936.28,
HUN,,1897,,,,,,,,,,,,,,,,30051.16,240665.33,1244174.9,62305.645,150737.75,7903.3125,56522.18,
HUN,,1898,,,,,,,,,,,,,,,,33535.81,272262.72,1262910.1,63539.336,153364.66,8086.4585,57111.816,
HUN,,1899,,,,,,,,,,,,,,,,32436.568,263059.75,1265082.2,63585.53,153680.77,8141.16,57695.43,
HUN,,1900,,,,,,,,,,,,,,,,36346.508,301460.66,1287780.9,64987.605,156676.66,8339.595,58281.945,
HUN,,1901,,,,,,,,,,,,,,,,36094.652,300622.94,1287537.6,64632.54,157544.98,8153.074,58845.684,
HUN,,1902,,,,,,,,,,,,,,,,33225.29,275828.53,1274007.2,63505.37,156823.62,7890.8584,59402.062,
HUN,,1903,,,,,,,,,,,,,,,,33794.086,284007.34,1276404.8,63350.05,158017.73,7723.974,59962.195,
HUN,,1904,,,,,,,,,,,,,,,,33543.242,285509.8,1274661.2,62958.65,158692.34,7532.253,60516.0,
HUN,,1905,,,,,,,,,,,,,,,,33877.22,288377.12,1273309.6,62578.742,159477.81,7345.1504,61079.92,
HUN,,1906,,,,,,,,,,,,,,,,35763.402,308976.78,1284836.8,62904.13,161271.72,7337.9927,61695.637,
HUN,,1907,,,,,,,,,,,,,,,,35683.832,308975.16,1283149.5,62529.883,161654.9,7272.376,62306.69,
HUN,,1908,,,,,,,,,,,,,,,,37434.16,324569.5,1291854.4,62654.246,163074.62,7249.426,62926.066,
HUN,,1909,,,,,,,,,,,,,,,,40336.9,355032.97,1312159.4,63282.285,165470.52,7268.6875,63552.39,
HUN,,1910,,,,,,,,,,,,,,,,39477.383,348999.03,1305189.2,62632.43,165218.53,7180.719,64168.15,
HUN,,1911,,,,,,,,,,,,,,,,39942.38,358019.9,1312364.9,62252.816,165963.25,6995.876,64632.316,
HUN,,1912,,,,,,,,,,,,,,,,40568.6,366930.62,1319253.1,61841.438,166680.9,6810.848,65102.117,
HUN,,1913,,,,,,,,,,,,,,,,42300.1,388076.3,1336754.0,61849.777,168201.81,6656.667,65567.1,
HUN,,1914,,,,,,,,,,,,,,,,37655.164,348764.7,1290998.2,59302.97,164367.11,6295.7837,65992.62,
HUN,,1915,,,,,,,,,,,,,,,,37413.926,360643.66,1286509.2,58408.62,163941.98,6070.175,66435.85,
HUN,,1916,,,,,,,,,,,,,,,,36625.32,370349.06,1324619.1,58070.95,165585.1,5979.342,66878.24,
HUN,,1917,,,,,,,,,,,,,,,,35320.082,370545.06,1354801.6,57506.5,166702.0,5873.9277,67330.56,
HUN,,1918,,,,,,,,,,,,,,,,29802.143,343206.9,1343739.1,55824.516,164633.16,5658.3247,67745.586,
HUN,,1919,,,,,,,,,,,,,,,,16459.143,160355.73,1098917.1,47895.246,147999.28,4901.6836,68141.65,
HUN,,1920,,,,,0.4,,,,,,,,,,,18294.314,190140.25,1140445.2,48155.633,150511.0,4861.898,68624.71,
HUN,,1921,,,,,0.8,,,,,,,,,,,26842.268,310414.97,1309263.8,51872.223,161469.72,5163.5757,69264.72,
HUN,,1922,,,,,1.0,,,,,,,,,,,31271.635,366229.84,1386626.0,53162.742,166310.5,5249.417,69980.664,
HUN,,1923,,,,,0.6,,,,,,,,,,,34024.777,394295.53,1416579.9,53200.125,168180.02,5228.7993,70761.445,
HUN,,1924,,,,,0.9,,,,,,,,,,,33183.43,375288.06,1369713.0,51285.297,165086.94,5009.262,71322.24,
HUN,,1925,,,,,0.9,,,,,,,,,,,30337.38,340055.8,1295980.9,48769.69,160011.8,4702.548,73955.28,
HUN,,1926,,,,,1.0,,,,,,,,,,,36009.312,388805.25,1359573.5,49968.066,164450.36,4886.9106,76042.35,
HUN,,1927,,,,,1.0,,,,,,,,,,,40298.23,427748.38,1406449.2,50763.215,167398.9,5011.8945,77271.75,
HUN,,1928,,,,,1.0,,,,,,,,,,,42113.29,438406.3,1405976.8,50389.223,167344.47,5014.1406,78174.19,
HUN,,1929,,,,,1.0,,,,,,,,,,,45764.08,479640.53,1456689.8,51328.113,170060.42,5134.773,78827.46,
HUN,,1930,,,,,0.9,,,,,,,,,,,41941.156,391350.3,1291472.0,46759.004,160678.12,4747.798,78864.77,
HUN,,1931,,,,,0.8,,,,,,,,,,,35287.43,354824.38,1207015.2,44431.85,153998.95,4416.729,78940.35,
HUN,,1932,,,,,0.8,,,,,,,,,,,32077.422,326448.22,1136155.9,42323.305,149144.38,4171.855,78619.836,
HUN,,1933,,,,,0.8,,,,,,,,,,,32578.83,319073.94,1101474.1,41070.15,147145.77,4050.8428,78392.125,
HUN,,1934,,,,,0.8,,,,,,,,,,,35546.742,333872.34,1104396.6,40785.746,147775.39,4044.517,78154.15,
HUN,,1935,,,,,,,,,,,,,,,,34167.996,354270.6,1115485.5,40900.48,146862.36,3974.5933,77637.61,
